Identifier,Category,Air_Temp,Process_Temp,Rotational_Speed,Torque,Tool_Life,Failure,Failure_Description
126,L,299.0,308.6,1329,60.5,120,0,Normal_Operation
127,L,298.9,308.6,1413,46.5,122,0,Normal_Operation
128,L,299.0,308.6,1587,38.6,124,0,Normal_Operation
129,L,298.9,308.5,1559,34.3,126,0,Normal_Operation
130,L,298.8,308.4,1473,41.1,128,0,Normal_Operation
131,L,298.8,308.4,1737,27.7,130,0,Normal_Operation
132,M,298.7,308.4,1441,43.2,132,0,Normal_Operation
133,M,298.7,308.4,1430,49.6,135,0,Normal_Operation
134,L,298.8,308.4,1369,53.0,138,0,Normal_Operation
135,M,298.8,308.5,1711,28.5,140,0,Normal_Operation
136,H,298.7,308.5,1420,45.7,143,0,Normal_Operation
137,L,298.7,308.6,1297,55.3,148,0,Normal_Operation
138,H,298.8,308.6,1449,49.4,150,0,Normal_Operation
139,L,298.8,308.6,1268,55.8,155,0,Normal_Operation
140,L,298.8,308.6,1511,36.1,157,0,Normal_Operation
141,L,298.7,308.5,1544,35.2,159,0,Normal_Operation
142,M,298.6,308.4,1778,28.2,161,0,Normal_Operation
143,H,298.6,308.4,1407,50.5,164,0,Normal_Operation
144,M,298.6,308.4,1391,42.4,169,0,Normal_Operation
145,L,298.5,308.4,1513,33.6,172,0,Normal_Operation
146,H,298.5,308.4,1612,36.1,174,0,Normal_Operation
147,L,298.4,308.4,1515,40.1,179,0,Normal_Operation
148,M,298.3,308.3,1379,48.0,181,0,Normal_Operation
149,L,298.4,308.3,1473,39.9,184,0,Normal_Operation
150,L,298.4,308.3,1422,42.7,186,0,Normal_Operation
151,M,298.4,308.2,1463,37.6,188,0,Normal_Operation
152,M,298.4,308.2,1584,41.0,191,0,Normal_Operation
153,L,298.4,308.2,1850,27.0,194,0,Normal_Operation
154,L,298.4,308.2,1528,36.2,196,0,Normal_Operation
155,H,298.4,308.2,1987,19.8,198,0,Normal_Operation
156,M,298.4,308.1,1495,46.0,203,0,Normal_Operation
157,H,298.4,308.2,1478,43.5,206,0,Normal_Operation
158,M,298.4,308.2,1499,40.0,211,0,Normal_Operation
159,L,298.4,308.2,1471,47.0,214,0,Normal_Operation
160,L,298.4,308.2,1282,60.7,216,1,Excessive_Load
161,L,298.3,308.1,1412,52.3,218,1,Excessive_Load
162,L,298.3,308.1,1586,35.5,0,0,Normal_Operation
163,M,298.4,308.2,1468,43.8,2,0,Normal_Operation
164,M,298.5,308.3,1440,43.6,5,0,Normal_Operation
165,L,298.5,308.4,1733,26.0,8,0,Normal_Operation
166,H,298.4,308.2,1612,32.6,10,0,Normal_Operation
167,H,298.4,308.3,1458,42.9,15,0,Normal_Operation
168,L,298.4,308.3,1433,62.3,20,1,Power_Supply_Issue
169,L,298.4,308.3,1318,59.1,22,0,Normal_Operation
170,M,298.4,308.2,1610,35.0,24,0,Normal_Operation
171,L,298.2,308.1,1462,50.8,27,0,Normal_Operation
172,M,298.1,308.0,1924,20.8,29,0,Normal_Operation
173,M,298.2,308.0,1591,33.7,32,0,Normal_Operation
174,L,298.2,308.1,1306,58.3,35,0,Normal_Operation
175,L,298.2,308.1,1382,43.5,37,0,Normal_Operation
176,L,298.2,308.1,1618,34.7,39,0,Normal_Operation
177,L,298.2,308.2,1988,21.4,41,0,Normal_Operation
178,L,298.2,308.2,1436,50.2,43,0,Normal_Operation
179,L,298.2,308.3,1304,49.8,45,0,Normal_Operation
180,L,298.2,308.3,1475,49.9,47,0,Normal_Operation
181,H,298.2,308.3,1824,24.2,49,0,Normal_Operation
182,M,298.1,308.2,1342,48.1,54,0,Normal_Operation
183,L,298.1,308.2,1485,40.7,57,0,Normal_Operation
184,L,298.2,308.2,1667,30.6,59,0,Normal_Operation
185,L,298.2,308.2,1446,38.2,61,0,Normal_Operation
186,L,298.1,308.3,1301,56.0,63,0,Normal_Operation
187,L,298.2,308.4,1379,43.1,65,0,Normal_Operation
188,L,298.3,308.5,1606,33.6,67,0,Normal_Operation
189,M,298.3,308.4,1539,43.4,69,0,Normal_Operation
190,L,298.2,308.4,1477,49.9,72,0,Normal_Operation
191,L,298.2,308.4,1666,34.6,74,0,Normal_Operation
192,H,298.2,308.4,1398,51.8,76,0,Normal_Operation
193,H,298.2,308.4,1678,34.6,81,0,Normal_Operation
194,M,298.2,308.5,2678,10.7,86,1,Power_Supply_Issue
195,L,298.3,308.5,1453,42.9,89,0,Normal_Operation
196,H,298.3,308.6,1432,49.5,91,0,Normal_Operation
197,M,298.4,308.6,1527,40.9,96,0,Normal_Operation
198,L,298.4,308.7,1588,35.0,99,0,Normal_Operation
199,L,298.4,308.6,1433,47.1,101,0,Normal_Operation
200,L,298.4,308.6,1609,35.0,103,0,Normal_Operation
201,L,298.3,308.5,1575,41.2,105,0,Normal_Operation
202,M,298.4,308.5,1636,35.7,107,0,Normal_Operation
203,L,298.4,308.5,1490,37.9,110,0,Normal_Operation
204,L,298.4,308.5,1741,32.8,112,0,Normal_Operation
205,M,298.5,308.6,1344,53.0,114,0,Normal_Operation
206,L,298.5,308.7,1609,35.3,117,0,Normal_Operation
207,M,298.4,308.7,1421,60.7,119,1,Power_Supply_Issue
208,L,298.4,308.6,1591,36.7,122,0,Normal_Operation
209,L,298.4,308.6,1477,44.0,124,0,Normal_Operation
210,L,298.4,308.7,1523,36.1,126,0,Normal_Operation
211,L,298.5,308.7,1575,33.9,128,0,Normal_Operation
212,H,298.4,308.7,1344,52.9,130,0,Normal_Operation
213,L,298.4,308.7,1386,44.9,135,0,Normal_Operation
214,M,298.3,308.6,1589,37.1,137,0,Normal_Operation
215,L,298.3,308.6,1548,40.3,140,0,Normal_Operation
216,L,298.3,308.6,1499,38.3,142,0,Normal_Operation
217,L,298.3,308.5,1664,31.6,144,0,Normal_Operation
218,L,298.3,308.6,1447,38.1,146,0,Normal_Operation
219,M,298.3,308.5,1434,46.2,148,0,Normal_Operation
220,L,298.3,308.5,1416,52.7,151,0,Normal_Operation
221,H,298.4,308.5,1827,24.3,153,0,Normal_Operation
222,L,298.4,308.6,1304,45.0,158,0,Normal_Operation
223,L,298.4,308.6,1569,34.4,160,0,Normal_Operation
224,L,298.3,308.6,1584,29.3,162,0,Normal_Operation
225,L,298.3,308.5,1362,53.8,164,0,Normal_Operation
226,L,298.3,308.4,1329,49.2,166,0,Normal_Operation
227,L,298.3,308.5,1539,36.1,168,0,Normal_Operation
228,M,298.3,308.5,1629,37.1,170,0,Normal_Operation
229,L,298.3,308.5,1538,32.2,173,0,Normal_Operation
230,L,298.3,308.6,1570,34.8,175,0,Normal_Operation
231,L,298.3,308.4,1408,43.1,177,0,Normal_Operation
232,L,298.2,308.4,1424,47.6,179,0,Normal_Operation
233,L,298.2,308.4,1512,34.9,181,0,Normal_Operation
234,L,298.2,308.4,1478,42.9,183,0,Normal_Operation
235,M,298.1,308.3,1680,33.7,185,0,Normal_Operation
236,L,298.1,308.3,1495,38.7,188,0,Normal_Operation
237,M,298.0,308.1,1552,36.6,190,0,Normal_Operation
238,L,297.9,308.1,1393,50.3,193,0,Normal_Operation
239,L,298.0,308.2,1611,30.6,195,0,Normal_Operation
240,M,298.0,308.1,1339,51.6,197,0,Normal_Operation
241,L,298.0,308.1,1777,24.3,200,0,Normal_Operation
242,L,298.0,308.2,1348,58.8,202,1,Excessive_Load
243,L,298.0,308.2,1442,44.1,204,0,Normal_Operation
244,M,298.0,308.2,1395,49.1,206,0,Normal_Operation
245,M,297.9,308.1,1627,31.4,209,0,Normal_Operation
246,L,297.9,308.1,1585,33.5,212,0,Normal_Operation
247,L,298.0,308.2,1469,45.5,214,0,Normal_Operation
248,L,298.0,308.3,1362,56.8,216,1,Excessive_Load
249,L,298.0,308.3,1405,56.2,218,1,Excessive_Load
250,L,298.0,308.3,1662,32.7,0,0,Normal_Operation
251,M,298.0,308.2,1466,42.6,2,0,Normal_Operation
252,L,298.0,308.2,1620,35.8,5,0,Normal_Operation
253,L,298.0,308.2,1357,48.2,7,0,Normal_Operation
254,L,298.0,308.2,1514,37.9,9,0,Normal_Operation
255,L,298.0,308.2,1489,40.4,11,0,Normal_Operation
256,L,298.1,308.3,1331,63.0,13,0,Normal_Operation
257,L,298.0,308.0,1615,29.5,15,0,Normal_Operation
258,L,298.1,308.2,1482,37.9,17,0,Normal_Operation
259,M,298.1,308.2,1420,63.9,19,1,Power_Supply_Issue
260,M,298.2,308.3,1522,49.1,22,0,Normal_Operation
261,L,298.1,308.2,1654,32.1,25,0,Normal_Operation
262,M,298.1,308.2,1736,26.8,27,0,Normal_Operation
263,M,298.0,308.1,1587,32.3,30,0,Normal_Operation
264,L,298.1,308.2,1390,47.5,33,0,Normal_Operation
265,L,298.0,308.1,1454,37.1,35,0,Normal_Operation
266,H,298.0,308.1,1440,43.7,37,0,Normal_Operation
267,L,297.9,308.0,1954,21.1,42,0,Normal_Operation
268,H,297.9,308.0,1800,24.8,44,0,Normal_Operation
269,L,298.0,308.0,1524,37.0,49,0,Normal_Operation
270,H,298.0,308.0,1520,39.6,51,0,Normal_Operation
271,M,298.1,308.1,1452,40.8,56,0,Normal_Operation
272,L,298.1,308.1,1484,40.4,59,0,Normal_Operation
273,L,298.1,308.0,1426,46.0,61,0,Normal_Operation
274,L,298.1,308.0,1652,28.5,63,0,Normal_Operation
275,L,298.0,308.0,1401,54.7,65,0,Normal_Operation
276,M,298.0,307.9,1750,26.6,67,0,Normal_Operation
277,H,298.0,308.0,1479,50.7,70,0,Normal_Operation
278,M,298.0,308.0,1620,29.4,75,0,Normal_Operation
279,L,298.0,308.1,1819,23.4,78,0,Normal_Operation
280,M,298.1,308.1,1456,43.7,80,0,Normal_Operation
281,L,298.1,308.0,1626,36.5,83,0,Normal_Operation
282,M,298.1,308.1,1390,49.8,85,0,Normal_Operation
283,L,298.2,308.2,1469,43.0,88,0,Normal_Operation
284,L,298.2,308.3,2051,19.2,90,0,Normal_Operation
285,L,298.2,308.3,1568,36.0,92,0,Normal_Operation
286,L,298.2,308.3,1589,33.2,94,0,Normal_Operation
287,L,298.2,308.3,1805,31.6,96,0,Normal_Operation
288,H,298.2,308.4,1385,42.2,98,0,Normal_Operation
289,L,298.1,308.4,1436,46.7,103,0,Normal_Operation
290,L,298.1,308.4,1438,45.6,105,0,Normal_Operation
291,L,298.0,308.3,1473,42.6,107,0,Normal_Operation
292,L,298.1,308.4,1335,40.2,109,0,Normal_Operation
293,H,298.1,308.5,1392,44.8,111,0,Normal_Operation
294,M,298.1,308.5,1372,51.1,116,0,Normal_Operation
295,M,298.1,308.6,1716,30.7,119,0,Normal_Operation
296,L,298.0,308.5,1395,46.2,122,0,Normal_Operation
297,L,298.0,308.5,1713,25.3,124,0,Normal_Operation
298,H,297.9,308.5,2129,18.7,126,0,Normal_Operation
299,M,297.8,308.3,1567,35.6,131,0,Normal_Operation
300,L,297.8,308.4,1622,38.3,134,0,Normal_Operation
301,L,297.7,308.4,1740,27.1,136,0,Normal_Operation
302,H,297.8,308.4,1512,35.1,138,0,Normal_Operation
303,M,297.8,308.4,1479,43.5,143,0,Normal_Operation
304,L,297.8,308.4,1737,27.5,146,0,Normal_Operation
305,L,297.8,308.4,2129,19.2,148,0,Normal_Operation
306,L,297.8,308.4,1374,47.1,150,0,Normal_Operation
307,M,297.8,308.4,1579,36.6,152,0,Normal_Operation
308,L,297.9,308.5,1305,47.2,155,0,Normal_Operation
309,M,297.9,308.5,1449,40.8,157,0,Normal_Operation
310,H,298.0,308.6,1526,41.8,160,0,Normal_Operation
311,M,298.0,308.6,1453,44.1,165,0,Normal_Operation
312,L,297.9,308.6,1468,36.0,168,0,Normal_Operation
313,L,298.0,308.6,1313,50.8,170,0,Normal_Operation
314,M,297.9,308.5,1300,53.0,172,0,Normal_Operation
315,L,297.9,308.4,1646,40.6,175,0,Normal_Operation
316,L,297.8,308.4,1714,33.2,177,0,Normal_Operation
317,L,297.8,308.4,1685,28.4,179,0,Normal_Operation
318,L,297.8,308.4,1512,39.9,181,0,Normal_Operation
319,L,297.8,308.4,1612,32.1,183,0,Normal_Operation
320,H,297.8,308.4,1550,38.2,185,0,Normal_Operation
321,L,297.8,308.4,1518,32.5,190,0,Normal_Operation
322,L,297.8,308.5,1448,40.0,192,0,Normal_Operation
323,L,297.8,308.5,1561,46.3,194,0,Normal_Operation
324,M,297.8,308.5,1488,41.9,196,0,Normal_Operation
325,L,297.8,308.5,1699,27.8,199,0,Normal_Operation
326,L,297.7,308.5,1501,41.4,201,0,Normal_Operation
327,L,297.7,308.5,1373,56.7,203,1,Excessive_Load
328,H,297.6,308.4,1703,31.4,205,0,Normal_Operation
329,H,297.7,308.5,1720,29.9,210,0,Normal_Operation
330,M,297.6,308.4,1398,41.9,215,0,Normal_Operation
331,M,297.6,308.4,1391,51.9,218,0,Normal_Operation
332,M,297.6,308.3,1538,40.2,0,0,Normal_Operation
333,L,297.5,308.2,1647,31.3,3,0,Normal_Operation
334,M,297.5,308.1,1469,44.8,5,0,Normal_Operation
335,L,297.4,308.1,1749,25.9,8,0,Normal_Operation
336,M,297.6,308.2,1995,20.5,10,0,Normal_Operation
337,L,297.6,308.3,1742,27.7,13,0,Normal_Operation
338,L,297.5,308.2,1563,38.2,15,0,Normal_Operation
339,M,297.5,308.2,1713,32.2,17,0,Normal_Operation
340,L,297.4,308.1,1474,39.4,20,0,Normal_Operation
341,M,297.4,308.2,1530,32.6,22,0,Normal_Operation
342,L,297.4,308.2,1471,46.5,25,0,Normal_Operation
343,L,297.5,308.3,1388,48.6,27,0,Normal_Operation
344,M,297.5,308.2,2448,13.8,29,0,Normal_Operation
345,L,297.5,308.3,1585,32.9,32,0,Normal_Operation
346,M,297.5,308.3,1459,45.2,34,0,Normal_Operation
347,L,297.5,308.3,1544,40.8,37,0,Normal_Operation
348,L,297.6,308.3,1617,31.7,39,0,Normal_Operation
349,L,297.6,308.3,1595,34.3,41,0,Normal_Operation
350,H,297.6,308.3,1400,44.3,43,0,Normal_Operation
351,M,297.6,308.4,1611,31.0,48,0,Normal_Operation
352,M,297.6,308.4,1507,46.0,51,0,Normal_Operation
353,H,297.5,308.3,1674,30.0,54,0,Normal_Operation
354,L,297.6,308.3,1658,34.3,59,0,Normal_Operation
355,L,297.6,308.3,1623,36.9,61,0,Normal_Operation
356,M,297.6,308.4,1398,48.9,63,0,Normal_Operation
357,L,297.6,308.4,1517,34.2,66,0,Normal_Operation
358,M,297.6,308.3,1467,36.7,68,0,Normal_Operation
359,M,297.6,308.3,1567,34.6,71,0,Normal_Operation
360,M,297.5,308.3,1521,38.2,74,0,Normal_Operation
361,L,297.5,308.3,1596,36.8,77,0,Normal_Operation
362,H,297.6,308.3,1640,30.9,79,0,Normal_Operation
363,L,297.6,308.3,1438,47.8,84,0,Normal_Operation
364,L,297.6,308.4,1407,55.2,86,0,Normal_Operation
365,L,297.6,308.4,1353,57.5,88,0,Normal_Operation
366,M,297.6,308.5,1552,40.9,90,0,Normal_Operation
367,M,297.6,308.4,1569,38.3,93,0,Normal_Operation
368,L,297.5,308.4,1489,39.5,96,0,Normal_Operation
369,H,297.5,308.4,1587,36.1,98,0,Normal_Operation
370,M,297.5,308.3,1622,37.2,103,0,Normal_Operation
371,L,297.5,308.4,1604,38.1,106,0,Normal_Operation
372,M,297.4,308.3,1405,51.7,108,0,Normal_Operation
373,L,297.4,308.3,1412,42.0,111,0,Normal_Operation
374,L,297.4,308.3,1431,43.0,113,0,Normal_Operation
375,L,297.4,308.2,1533,37.4,115,0,Normal_Operation
376,M,297.4,308.2,1401,51.9,117,0,Normal_Operation
377,M,297.4,308.2,1424,53.9,120,0,Normal_Operation
378,L,297.3,308.2,1754,29.4,123,0,Normal_Operation
379,L,297.3,308.2,1754,26.8,125,0,Normal_Operation
380,L,297.5,308.3,2564,12.8,127,1,Power_Supply_Issue
381,L,297.5,308.5,1546,40.4,129,0,Normal_Operation
382,L,297.5,308.5,1335,48.0,131,0,Normal_Operation
383,M,297.5,308.6,1842,27.0,133,0,Normal_Operation
384,L,297.5,308.5,1712,26.8,136,0,Normal_Operation
385,M,297.6,308.6,1414,45.4,138,0,Normal_Operation
386,L,297.6,308.7,1319,50.9,141,0,Normal_Operation
387,L,297.7,308.7,1249,60.4,143,0,Normal_Operation
388,L,297.6,308.7,1455,48.2,145,0,Normal_Operation
389,M,297.6,308.7,1408,54.8,147,0,Normal_Operation
390,L,297.6,308.7,1460,46.7,150,0,Normal_Operation
391,L,297.6,308.6,1491,38.1,152,0,Normal_Operation
392,M,297.6,308.5,1490,43.4,154,0,Normal_Operation
393,M,297.5,308.4,1350,52.2,157,0,Normal_Operation
394,L,297.5,308.4,1528,39.9,160,0,Normal_Operation
395,L,297.4,308.3,1571,37.7,162,0,Normal_Operation
396,L,297.4,308.3,1490,42.6,164,0,Normal_Operation
397,M,297.4,308.3,1774,28.9,166,0,Normal_Operation
398,H,297.4,308.3,1502,43.6,169,0,Normal_Operation
399,L,297.4,308.4,1392,49.7,174,0,Normal_Operation
400,L,297.4,308.5,2100,16.9,176,0,Normal_Operation
401,L,297.5,308.5,1722,30.4,178,0,Normal_Operation
402,L,297.4,308.6,1678,32.3,180,0,Normal_Operation
403,L,297.3,308.6,1273,59.8,182,0,Normal_Operation
404,L,297.3,308.6,1297,45.9,184,0,Normal_Operation
405,L,297.3,308.5,1350,57.6,186,0,Normal_Operation
406,L,297.4,308.6,1439,51.9,188,0,Normal_Operation
407,M,297.4,308.5,1600,42.1,190,0,Normal_Operation
408,M,297.4,308.6,1434,44.4,193,0,Normal_Operation
409,L,297.4,308.6,1459,41.3,196,0,Normal_Operation
410,M,297.5,308.6,1472,44.9,198,0,Normal_Operation
411,L,297.5,308.7,1429,44.3,201,0,Normal_Operation
412,L,297.5,308.6,1388,48.2,203,0,Normal_Operation
413,L,297.4,308.4,1573,34.5,205,0,Normal_Operation
414,L,297.4,308.4,1588,32.5,207,0,Normal_Operation
415,L,297.5,308.4,1511,42.8,209,0,Normal_Operation
416,L,297.4,308.5,1495,37.8,211,0,Normal_Operation
417,L,297.4,308.4,1394,50.1,213,0,Normal_Operation
418,L,297.4,308.4,2151,17.7,0,0,Normal_Operation
419,M,297.3,308.3,1501,38.2,2,0,Normal_Operation
420,M,297.3,308.3,1301,39.6,5,0,Normal_Operation
421,M,297.3,308.3,1657,31.1,8,0,Normal_Operation
422,L,297.3,308.3,1333,55.2,11,0,Normal_Operation
423,L,297.3,308.3,1484,43.9,13,0,Normal_Operation
424,L,297.3,308.4,1430,45.7,15,0,Normal_Operation
425,M,297.3,308.4,1665,28.9,17,0,Normal_Operation
426,L,297.4,308.5,1501,44.9,20,0,Normal_Operation
427,M,297.5,308.5,1496,42.2,22,0,Normal_Operation
428,M,297.6,308.6,1595,36.9,25,0,Normal_Operation
429,L,297.5,308.6,1208,62.3,28,0,Normal_Operation
430,L,297.5,308.6,1596,37.1,30,0,Normal_Operation
431,L,297.5,308.5,1446,41.9,32,0,Normal_Operation
432,M,297.6,308.5,1466,39.7,34,0,Normal_Operation
433,M,297.6,308.5,1848,23.7,37,0,Normal_Operation
434,M,297.5,308.5,1484,44.7,40,0,Normal_Operation
435,L,297.4,308.3,1493,41.2,43,0,Normal_Operation
436,L,297.3,308.3,1504,36.3,45,0,Normal_Operation
437,L,297.3,308.3,1538,38.5,47,0,Normal_Operation
438,L,297.4,308.4,1341,52.2,49,0,Normal_Operation
439,M,297.4,308.3,1535,34.6,51,0,Normal_Operation
440,L,297.4,308.5,1389,39.2,54,0,Normal_Operation
441,H,297.5,308.5,1393,46.6,56,0,Normal_Operation
442,L,297.4,308.5,1399,61.5,61,1,Power_Supply_Issue
443,H,297.4,308.5,1469,45.1,63,0,Normal_Operation
444,L,297.4,308.4,1582,37.2,68,0,Normal_Operation
445,L,297.5,308.6,1793,26.7,70,0,Normal_Operation
446,L,297.5,308.6,1452,39.0,72,0,Normal_Operation
